,Wine,Location,Rating,Price,Year
1251,College Cellars 2013 Cockburn Ranch Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,89,26.0,2013
1252,Mercer 2013 Reserve Syrah (Horse Heaven Hills),Columbia Valley,88,42.0,2013
1253,Waterbrook 2013 Syrah (Columbia Valley (WA)),Columbia Valley,88,16.0,2013
1254,Archium 2013 Faction Syrah (Santa Ynez Valley),Central Coast,88,40.0,2013
1255,Lampyridae 2012 Syrah (Mount Veeder),Napa,88,65.0,2012
1256,Dutton Estate 2012 My Father's Vineyard Syrah (Russian River Valley),Sonoma,88,40.0,2012
1257,Chacewater 2012 Syrah (Sierra Foothills),Sierra Foothills,88,21.0,2012
1258,William Grassie 2013 Libération Syrah (Columbia Valley (WA)),Columbia Valley,87,39.0,2013
1259,Tolosa 2012 Estate Syrah (Edna Valley),Central Coast,87,32.0,2012
1260,Lucas Vineyards 2012 Limited Reserve Syrah (Finger Lakes),Finger Lakes,86,25.0,2012
1261,Tin Barn 2012 Coryelle Fields Vineyard Syrah (Sonoma Coast),Sonoma,86,27.0,2012
1262,Lucas Vineyards 2013 Limited Reserve Syrah (Finger Lakes),Finger Lakes,85,25.0,2013
1263,Nevada Ridge 2011 Syrah (Nevada),Nevada,83,32.0,2011
1264,Arché 2012 Syrah (Texoma),Texas,83,24.0,2012
1265,Adirondack Winery 2013 Still Waters Syrah (New York),New York Other,83,19.0,2013
1266,Bonny Doon 2011 Bien Nacido X Block Syrah (Santa Maria Valley),Central Coast,94,50.0,2011
1267,Sanguis 2012 Bossman Syrah (Central Coast),Central Coast,93,75.0,2012
1268,Barbieri 2011 Anonymvs Syrah (Santa Barbara County),Central Coast,93,50.0,2011
1269,Beauregard 2011 Zayanta Vineyard Syrah (Santa Cruz Mountains),Central Coast,93,35.0,2011
1270,Left Bend 2011 Black Ridge Vineyard Syrah (Santa Cruz Mountains),Central Coast,93,35.0,2011
1271,Obsidian Ridge 2012 Estate Syrah (Red Hills Lake County),California,93,30.0,2012
1272,Site 2012 Bien Nacido Vineyard Syrah (Santa Maria Valley),Central Coast,93,50.0,2012
1273,Mattina Fiore 2011 Murmur Vineyard Syrah (Santa Maria Valley),Central Coast,93,50.0,2011
1274,Sol Rouge 2012 Syrah (Red Hills Lake County),California,93,32.0,2012
1275,Keller Estate 2012 Rôtie Syrah-Viognier (Sonoma Coast),Sonoma,93,54.0,2012
1276,Bonny Doon 2012 Le Posseur Syrah (Central Coast),Central Coast,92,26.0,2012
1277,Barbieri 2010 Anonymus Syrah (Santa Barbara County),Central Coast,92,50.0,2010
1278,Comartin 2012 Tierra Alta Vineyard Syrah (Ballard Canyon),Central Coast,92,40.0,2012
1279,Melville 2013 Donna's Syrah (Sta. Rita Hills),Central Coast,92,42.0,2013
1280,Sinor-LaVallee 2013 Syrah (San Luis Obispo County),Central Coast,92,29.0,2013
1281,Epiphany 2012 Stagecoach Vineyard Syrah (Napa Valley),Napa,92,50.0,2012
1282,Davis Family 2012 Soul Patch Estate Grown Syrah (Russian River Valley),Sonoma,91,42.0,2012
1283,Sanguis 2012 Misfit Syrah (Central Coast),Central Coast,91,50.0,2012
1284,Marimar Estate 2012 Don Miguel Vineyard Estate Grown and Bottled Unfiltered Syrah (Russian River Valley),Sonoma,91,49.0,2012
1285,Montemaggiore 2013 Syrafina Syrah-Viognier (Dry Creek Valley),Sonoma,91,45.0,2013
1286,Kitá 2012 Camp 4 Vineyard Syrah (Santa Ynez Valley),Central Coast,91,30.0,2012
1287,Vagabond 2012 Syrah (Napa Valley),Napa,91,60.0,2012
1288,Kagan 2010 White Hawk Vineyard Syrah (Santa Barbara County),Central Coast,91,54.0,2010
1289,Barbieri 2011 Colson Canyon Vineyard Syrah (Santa Barbara County),Central Coast,91,38.0,2011
1290,Waxwing 2013 Lester Family Vineyard Syrah (Santa Cruz Mountains),Central Coast,90,32.0,2013
1291,Longboard 2012 Syrah (Russian River Valley),Sonoma,90,30.0,2012
1292,Vie Winery 2012 Las Madres Vineyard Syrah (Los Carneros),Napa-Sonoma,90,39.0,2012
1293,Cedarville Vineyard 2012 Estate Syrah (El Dorado),Sierra Foothills,89,29.0,2012
1294,Cowhorn 2011 Sentience Syrah (Applegate Valley),Southern Oregon,89,55.0,2011
1295,Jaxon 2012 Syrah (Rogue Valley),Southern Oregon,89,28.0,2012
1296,Barbieri 2010 Colson Canyon Vineyard Syrah (Santa Barbara County),Central Coast,89,38.0,2010
1297,Apsara 2013 Las Madres Vineyard Syrah (Carneros),Napa-Sonoma,88,36.0,2013
1298,Lorenzi Estate 2011 Lot 451 Syrah (Temecula Valley),South Coast,88,48.0,2011
1299,Anglim 2012 Syrah (Paso Robles),Central Coast,88,38.0,2012
1300,Signorello 2012 Estate Grown and Bottled Unfiltered Syrah (Napa Valley),Napa,88,90.0,2012
1301,V. Sattui 2012 Syrah (Napa Valley),Napa,88,36.0,2012
1302,Koehler 2012 Syrah (Santa Ynez Valley),Central Coast,88,30.0,2012
1303,Sanguis 2012 1/1 Syrah (Central Coast),Central Coast,87,125.0,2012
1304,Andretti 2013 Syrah (Sonoma Coast),Sonoma,86,48.0,2013
1305,Standing Sun 2013 Rosé of Syrah (Santa Barbara County),Central Coast,85,20.0,2013
1306,Terre Rouge 2012 Ascent Syrah (Sierra Foothills),Sierra Foothills,96,90.0,2012
1307,Terre Rouge 2012 Sentinel Oak Vineyard Pyramid Block Syrah (Shenandoah Valley (CA)),Sierra Foothills,95,40.0,2012
1308,Efeste 2012 Jolie Bouche Boushey Vineyard Syrah (Yakima Valley),Columbia Valley,94,44.0,2012
1309,Terre Rouge 2012 DTR Ranch Syrah (Fiddletown),Sierra Foothills,94,40.0,2012
1310,Terre Rouge 2012 High Slopes Syrah (Sierra Foothills),Sierra Foothills,94,40.0,2012
1311,Ardor 2012 Stoney Vine Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,94,50.0,2012
1312,Rasa 2012 Principia Reserve Syrah (Walla Walla Valley (WA)),Columbia Valley,93,85.0,2012
1313,Lawrelin 2002 Syrah (Columbia Valley (WA)),Columbia Valley,93,42.0,2002
1314,Maison Bleue 2012 Voyageur Syrah (Walla Walla Valley (WA)),Columbia Valley,93,55.0,2012
1315,Terre Rouge 2012 Les Côtes De L'Ouest Syrah (California),California Other,92,20.0,2012
1316,Eight Bells 2012 8 Clones Red Willow Vineyard Syrah (Yakima Valley),Columbia Valley,92,32.0,2012
1317,Calcareous 2012 Devil's Canyon Syrah (Paso Robles),Central Coast,92,45.0,2012
1318,Efeste 2012 Eléni Syrah (Yakima Valley),Columbia Valley,92,54.0,2012
1319,Rôtie Cellars 2013 Northern Blend Syrah (Walla Walla Valley (WA)),Columbia Valley,92,48.0,2013
1320,Spring Valley Vineyard 2012 Nina Lee Syrah (Walla Walla Valley (WA)),Columbia Valley,92,50.0,2012
1321,Efeste 2012 Ceidleigh Syrah (Red Mountain),Columbia Valley,91,39.0,2012
1322,Columbia Crest 2012 Reserve Coyote Canyon Vineyards Syrah (Horse Heaven Hills),Columbia Valley,91,35.0,2012
1323,Tenet 2013 The Pundit Syrah (Columbia Valley (WA)),Columbia Valley,91,25.0,2013
1324,South Coast 2011 Wild Horse Peak Mountain Vineyard Lone Boulder Ridge Syrah (South Coast),South Coast,91,30.0,2011
1325,Fielding Hills 2012 Riverbend Vineyard Syrah (Wahluke Slope),Columbia Valley,91,38.0,2012
1326,Scott Harvey 2012 Mountain Selection Syrah (Amador County),Sierra Foothills,91,24.0,2012
1327,Milbrandt 2012 The Estates Northridge Syrah (Wahluke Slope),Columbia Valley,91,42.0,2012
1328,Rasa 2012 Doctrina Perpetua Syrah (Columbia Valley (WA)),Columbia Valley,91,60.0,2012
1329,Two Vintners 2013 Syrah (Columbia Valley (WA)),Columbia Valley,91,21.0,2013
1330,Saxon Brown 2010 Parmelee-Hill Vineyard Owl Ridge Block Syrah (Sonoma Coast),Sonoma,91,38.0,2010
1331,Dunham 2011 Lewis Estate Vineyard Syrah (Columbia Valley (WA)),Columbia Valley,91,75.0,2011
1332,Terre Rouge 2012 Monarch Mine Vineyard Syrah (Sierra Foothills),Sierra Foothills,91,35.0,2012
1333,Kerloo 2013 Upland Vineyard Syrah (Snipes Mountain),Columbia Valley,91,48.0,2013
1334,Greenwood Ridge 2012 Estate Bottled Syrah (Mendocino Ridge),California,90,27.0,2012
1335,Mercer 2012 Dead Canyon Vineyard Reserve Syrah (Horse Heaven Hills),Columbia Valley,90,40.0,2012
1336,Seven Angels 2010 Denner Vineyard Syrah (Paso Robles),Central Coast,90,36.0,2010
1337,Darby 2011 The Dark Side Syrah (Columbia Valley (WA)),Columbia Valley,90,28.0,2011
1338,Bunnell 2011 ALX Syrah (Columbia Valley (WA)),Columbia Valley,90,42.0,2011
1339,W.T. Vintners 2012 Damavian Les Collines Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,90,45.0,2012
1340,Ambassador Vineyard 2012 Estate Grown Syrah (Red Mountain),Columbia Valley,90,28.0,2012
1341,Purple Star 2012 Syrah (Columbia Valley (WA)),Columbia Valley,90,18.0,2012
1342,Tertulia 2013 Reserve Riviere Galets Estate Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,90,45.0,2013
1343,Locus 2012 Stonetree Vineyard Syrah (Wahluke Slope),Columbia Valley,90,25.0,2012
1344,Tulpen 2010 Syrah (Walla Walla Valley (WA)),Columbia Valley,90,30.0,2010
1345,Tamarack Cellars 2012 Syrah (Columbia Valley (WA)),Columbia Valley,89,28.0,2012
1346,Milbrandt 2012 The Estates Clifton Hill Syrah (Wahluke Slope),Columbia Valley,89,42.0,2012
1347,Epiphany 2012 Paradise Road Vineyard Syrah (Santa Barbara County),Central Coast,89,37.0,2012
1348,Savage Grace 2013 Les Collines Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,89,32.0,2013
1349,Canoe Ridge 2012 Limited Edition Syrah (Horse Heaven Hills),Columbia Valley,89,40.0,2012
1350,For a Song 2013 Syrah (Columbia Valley (WA)),Columbia Valley,89,14.0,2013
1351,Galatea Effect 2011 Conoscenti Syrah (California),California Other,89,65.0,2011
1352,Peju 2014 Rosé of Syrah (Napa Valley),Napa,89,25.0,2014
1353,Bunnell 2009 Syrah (Horse Heaven Hills),Columbia Valley,88,44.0,2009
1354,Pomum 2012 Syrah (Columbia Valley (WA)),Columbia Valley,88,35.0,2012
1355,Hedges Family Estate 2012 Anne Marie Liegeois Hedges Cuvée Marcel Dupont Les Gosses Vineyard Syrah (Red Mountain),Columbia Valley,88,26.0,2012
1356,Bunnell 2009 Clifton Hill Vineyard Syrah (Wahluke Slope),Columbia Valley,88,42.0,2009
1357,Pech Merle 2014 Ivy Rosé de Syrah (Dry Creek Valley),Sonoma,88,23.0,2014
1358,Three Rivers 2012 Syrah (Walla Walla Valley (WA)),Columbia Valley,88,39.0,2012
1359,Bunnell 2010 Syrah (Red Mountain),Columbia Valley,88,44.0,2010
1360,Columbia Crest 2013 Grand Estates Syrah (Columbia Valley (WA)),Columbia Valley,88,12.0,2013
1361,Gamache 2011 Estate Grown Syrah (Columbia Valley (WA)),Columbia Valley,88,30.0,2011
1362,Darby 2011 Aunt Lee Syrah (Columbia Valley (WA)),Columbia Valley,87,42.0,2011
1363,Kestrel 2012 Winemakers Select Series Co-ferment Syrah (Yakima Valley),Columbia Valley,87,40.0,2012
1364,Esser 2014 Rosé of Syrah (Monterey County),Central Coast,87,12.0,2014
1365,Hogue 2012 Genesis Syrah (Columbia Valley (WA)),Columbia Valley,86,16.0,2012
1366,Two Vines 2012 Shiraz (Columbia Valley (WA)),Columbia Valley,86,6.0,2012
1367,Hawk Watch Winery 2012 Syrah (South Coast),South Coast,85,32.0,2012
1368,Corkscrew 2013 Rosé of Syrah (Sonoma Coast),Sonoma,84,18.0,2013
1369,Armstrong Family 2012 The Scotsman Syrah (Columbia Valley (WA)),Columbia Valley,84,28.0,2012
1370,Callaway 2011 Winemaker's Reserve Syrah (Temecula Valley),South Coast,83,40.0,2011
1371,Delmas 2012 Syrah (Walla Walla Valley (OR)),Oregon Other,94,65.0,2012
1372,Baker & Brain 2012 Le Mistral Syrah (Monterey County),Central Coast,94,38.0,2012
1373,Darioush 2012 Shiraz (Napa Valley),Napa,94,74.0,2012
1374,Delmas 2013 SJR Vineyard Syrah (Walla Walla Valley (OR)),Oregon Other,93,65.0,2013
1375,MacLaren 2012 Bonnie Glen Syrah (Bennett Valley),Sonoma,92,45.0,2012
1376,Quady North 2011 Steelhead Run Vineyard Syrah (Applegate Valley),Southern Oregon,92,29.0,2011
1377,DeTierra Vineyards 2012 Mesa del Sol Vineyard Syrah (Arroyo Seco),Central Coast,92,28.0,2012
1378,Pride Mountain 2012 Syrah (Sonoma County),Sonoma,91,60.0,2012
1379,Acorn 2012 Alegría Vineyards Axiom Syrah (Russian River Valley),Sonoma,91,35.0,2012
1380,Lynch Wines 2012 Strummer Syrah (Sierra Foothills),Sierra Foothills,91,21.0,2012
1381,Acorn 2012 Alegría Vineyards Axiom Syrah (Russian River Valley),Sonoma,91,35.0,2012
1382,Rudius 2013 Stoney Vine Vineyard Syrah (Walla Walla Valley (OR)),Oregon Other,91,58.0,2013
1383,Cowhorn 2011 42 Syrah (Applegate Valley),Southern Oregon,91,45.0,2011
1384,MacLaren 2012 Drouthy Neebors Syrah (Sonoma County),Sonoma,91,35.0,2012
1385,Renwood 2012 Syrah (Amador County),Sierra Foothills,90,40.0,2012
1386,MacLaren 2012 Stagecoach Vineyards Syrah (Napa Valley),Napa,90,55.0,2012
1387,Cairdean Estate 2011 Syrah (Atlas Peak),Napa,90,68.0,2011
1388,W.T. Vintners 2013 Stoney Vine Vineyard Syrah (Walla Walla Valley (OR)),Oregon Other,90,45.0,2013
1389,Watermill 2012 Syrah (Walla Walla Valley (OR)),Oregon Other,90,24.0,2012
1390,MacLaren 2012 Samantha's Vineyard Syrah (Russian River Valley),Sonoma,90,40.0,2012
1391,Maldonado 2012 Los Olivos Vineyard Syrah (Napa Valley),Napa,89,75.0,2012
1392,Zaca Mesa 2011 Black Bear Block Syrah (Santa Ynez Valley),Central Coast,89,68.0,2011
1393,Buttonwood 2014 Rosé of Syrah (Santa Ynez Valley),Central Coast,89,18.0,2014
1394,"Quady North 2012 4-2,A Syrah (Rogue Valley)",Southern Oregon,88,25.0,2012
1395,Levo 2012 Bad Medicine Syrah (Santa Barbara County),Central Coast,88,36.0,2012
1396,Watermill 2012 Praying Mantis Syrah (Walla Walla Valley (OR)),Oregon Other,88,36.0,2012
1397,Creekside Cellars 2011 Syrah (Grand Valley),Colorado,88,28.0,2011
1398,Carlisle 2013 Syrah (Sonoma County),Sonoma,88,25.0,2013
1399,Pence Ranch 2012 Sebastiano Syrah (Santa Barbara County),Central Coast,88,50.0,2012
1400,Delfino 2012 Syrah (Umpqua Valley),Southern Oregon,88,32.0,2012
1401,The Infinite Monkey Theorem 2013 Syrah (Colorado),Colorado,87,35.0,2013
1402,Cooper-Garrod 2011 Finley's Vineyard Syrah (Santa Cruz Mountains),Central Coast,87,33.0,2011
1403,Weisinger 2013 Rosé of Syrah (Rogue Valley),Southern Oregon,87,18.0,2013
1404,Anemoi 2013 Lips Syrah (Grand Valley),Colorado,86,33.0,2013
1405,Weisinger 2012 Cedar Ridge Vineyard Syrah (Rogue Valley),Southern Oregon,86,26.0,2012
1406,Sutcliffe 2012 Syrah (Colorado),Colorado,86,35.0,2012
1407,Weisinger 2012 Meadowlark Vineyard Syrah (Rogue Valley),Southern Oregon,85,26.0,2012
1408,Horsepower 2012 Sur Echalas Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,96,115.0,2012
1409,Horsepower 2012 The Tribe Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,96,115.0,2012
1410,Cayuse 2012 Bionic Frog Syrah (Walla Walla Valley (WA)),Columbia Valley,96,95.0,2012
1411,Cayuse 2012 En Chamberlain Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,95,75.0,2012
1412,Reynvaan Family Vineyards 2012 Foothills Reserve Estate Syrah (Walla Walla Valley (WA)),Columbia Valley,95,65.0,2012
1413,Reynvaan Family Vineyards 2012 In the Hills Estate Foothills in the Sun Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,95,60.0,2012
1414,Cayuse 2012 Armada Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,95,90.0,2012
1415,Reynvaan Family Vineyards 2012 The Contender Estate In the Rocks Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,94,75.0,2012
1416,Côte Bonneville 2012 DuBrul Vineyard Syrah (Yakima Valley),Columbia Valley,94,65.0,2012
1417,Cayuse 2012 Cailloux Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,94,80.0,2012
1418,Cayuse 2012 En Cerise Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,94,80.0,2012
1419,Reynvaan Family Vineyards 2012 Stonessence Syrah (Walla Walla Valley (WA)),Columbia Valley,94,85.0,2012
1420,No Girls 2012 La Paciencia Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,93,75.0,2012
1421,Saviah 2012 The Funk Syrah (Walla Walla Valley (WA)),Columbia Valley,93,55.0,2012
1422,Owen Roe 2012 Union Gap Syrah (Yakima Valley),Columbia Valley,93,55.0,2012
1423,Gorman 2012 Black Curtain Reserve Syrah (Red Mountain),Columbia Valley,93,80.0,2012
1424,Force Majeure 2012 Collaboration Series III Syrah (Red Mountain),Columbia Valley,93,60.0,2012
1425,Stolen Horse 2012 Syrah (Columbia Valley (WA)),Columbia Valley,92,48.0,2012
1426,Lantz 2012 Syrah (Red Mountain),Columbia Valley,92,36.0,2012
1427,Reynvaan Family Vineyards 2012 In the Rocks Estate Syrah (Walla Walla Valley (WA)),Columbia Valley,92,65.0,2012
1428,Proper 2013 Estate Syrah (Walla Walla Valley (WA)),Columbia Valley,92,48.0,2013
1429,Januik 2012 Ciel du Cheval Vineyard Syrah (Red Mountain),Columbia Valley,92,35.0,2012
1430,McCrea 2009 Cuvée Orleans Syrah (Yakima Valley),Columbia Valley,92,40.0,2009
1431,JM Cellars 2012 Syrah (Columbia Valley (WA)),Columbia Valley,92,45.0,2012
1432,Januik 2012 Weinbau Vineyard Syrah (Wahluke Slope),Columbia Valley,92,30.0,2012
1433,Gorman 2012 Sleeping Giant Boushey Vineyard Syrah (Yakima Valley),Columbia Valley,92,80.0,2012
1434,Doyenne 2012 Grand Ciel Grand Ciel Vineyard Syrah (Red Mountain),Columbia Valley,92,68.0,2012
1435,Force Majeure 2012 Estate Syrah (Red Mountain),Columbia Valley,92,65.0,2012
1436,Reynvaan Family Vineyards 2012 The Unnamed Estate Syrah (Walla Walla Valley (WA)),Columbia Valley,92,65.0,2012
1437,Pursued by Bear 2011 Baby Bear Syrah (Columbia Valley (WA)),Columbia Valley,91,54.0,2011
1438,McCrea 2009 Syrah (Yakima Valley),Columbia Valley,91,25.0,2009
1439,Corliss Estates 2011 Syrah (Columbia Valley (WA)),Columbia Valley,91,65.0,2011
1440,Tenor 2012 Syrah (Columbia Valley (WA)),Columbia Valley,91,58.0,2012
1441,Sequel 2012 Syrah (Columbia Valley (WA)),Columbia Valley,91,50.0,2012
1442,Tenor 2011 Syrah (Columbia Valley (WA)),Columbia Valley,91,60.0,2011
1443,Kontos 2012 Les Collines Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,91,38.0,2012
1444,McCrea 2009 Boushey Grand Cote Vineyard Syrah (Yakima Valley),Columbia Valley,91,36.0,2009
1445,Novelty Hill 2012 Syrah (Columbia Valley (WA)),Columbia Valley,91,23.0,2012
1446,Tranche 2011 Estate Grown Blue Mountain Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,91,40.0,2011
1447,Mercer 2012 Reserve Dead Canyon Vineyard Syrah (Horse Heaven Hills),Columbia Valley,90,42.0,2012
1448,People's Wine Revolution 2013 Three Rivers Ranch Syrah (Bennett Valley),Sonoma,90,18.0,2013
1449,Ross Andrew 2010 Old Block Boushey Vineyard Syrah (Columbia Valley (WA)),Columbia Valley,90,65.0,2010
1450,Revelry 2012 Weinbau Vineyard Block 19 Syrah (Wahluke Slope),Columbia Valley,90,54.0,2012
1451,Guardian 2012 The Informant Syrah (Wahluke Slope),Columbia Valley,90,30.0,2012
1452,Stevens 2012 Stevens Black Tongue Syrah (Yakima Valley),Columbia Valley,90,32.0,2012
1453,Novelty Hill 2012 Stillwater Creek Vineyard Syrah (Columbia Valley (WA)),Columbia Valley,90,28.0,2012
1454,Amavi 2012 Syrah (Walla Walla Valley (WA)),Columbia Valley,89,32.0,2012
1455,Foundry Vineyards 2012 Syrah (Columbia Valley (WA)),Columbia Valley,89,30.0,2012
1456,Tamarack Cellars 2012 Ciel du Cheval Vineyard Syrah (Red Mountain),Columbia Valley,89,40.0,2012
1457,Alleromb 2011 Scarline Vineyard Syrah (Columbia Valley (WA)),Columbia Valley,88,90.0,2011
1458,Lookout Point 2012 Syrah (Columbia Valley (WA)),Columbia Valley,88,32.0,2012
1459,Gordon Estate 2013 Estate Grown Syrah (Columbia Valley (WA)),Columbia Valley,88,21.0,2013
1460,Goose Ridge 2011 Cellar Select Artist Series Dan Ostergaard Estate Bottled Syrah (Columbia Valley (WA)),Columbia Valley,88,42.0,2011
1461,Revelry 2012 Weinbau Vineyard Block 18 Syrah (Wahluke Slope),Columbia Valley,88,56.0,2012
1462,Telaya 2012 Syrah (Columbia Valley (WA)),Columbia Valley,88,30.0,2012
1463,Boomtown 2013 Syrah (Columbia Valley (WA)),Columbia Valley,87,19.0,2013
1464,Helix by Reininger 2011 Syrah (Columbia Valley (WA)),Columbia Valley,87,31.0,2011
1465,Lauren Ashton Cellars 2012 Syrah (Red Mountain),Columbia Valley,87,35.0,2012
1466,Boudreaux Cellars 2011 Wallula Vineyard Syrah (Horse Heaven Hills),Columbia Valley,87,60.0,2011
1467,Voila! 2013 Syrah (Washington),Washington Other,86,24.0,2013
1468,Dussek Family Cellars 2012 Syrah (Columbia Valley (WA)),Columbia Valley,86,20.0,2012
1469,Lagana 2013 Minnick Hills Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,86,30.0,2013
1470,Hard Row To Hoe 2012 Reserve Syrah (Lake Chelan),Columbia Valley,85,45.0,2012
1471,Kennedy Shah 2012 Reserve Syrah (Yakima Valley),Columbia Valley,85,42.0,2012
1472,Hard Row To Hoe 2012 Syrah (Lake Chelan),Columbia Valley,84,35.0,2012
1473,Cerro Prieto 2010 La Terraza Bloc Reserve Syrah (Paso Robles),Central Coast,93,59.0,2010
1474,La Clarine Farm 2013 Sumu Kaw Syrah (Sierra Foothills),Sierra Foothills,92,26.0,2013
1475,DanCin 2012 Danseur Syrah (Southern Oregon),Southern Oregon,92,35.0,2012
1476,Carina Cellars 2012 7 Percent Syrah (Paso Robles),Central Coast,92,36.0,2012
1477,Leoness 2012 Fitzpatrick Vineyard Syrah (Temecula Valley),South Coast,92,52.0,2012
1478,Prospect 772 2012 The Instigator Syrah (California),California Other,92,36.0,2012
1479,Leoness 2012 Syrah (Temecula Valley),South Coast,91,35.0,2012
